Io X	Io Y
-1.2800748993025334E11	-7.465459449834113E11
-8.478502318050778E10	-7.452129510951605E11
-4.1217272201551025E10	-7.408407184325106E11
2.5234866092182336E9	-7.333478599808295E11
4.625250632052182E10	-7.226555586431786E11
8.97710766638826E10	-7.086885697919294E11
1.328649223273107E11	-6.913765209280236E11
1.7530250546991385E11	-6.706555711500149E11
2.168332600914358E11	-6.464705058938503E11
2.5718580405467572E11	-6.187773583223627E11
2.960661988047068E11	-5.875466617852701E11
3.331563620079687E11	-5.527674479639104E11
3.6811278460535516E11	-5.144521107741987E11
4.005657653691229E11	-4.7264224993014044E11
4.301194571483403E11	-4.27415589116456E11
4.5635311195994244E11	-3.7889401999116077E11
